time,P,G(i),H_sun,T2m,WS10m,Int
20191122:0111,0,0,0,8.07,2.28,0
20191122:0211,0,0,0,7.94,2.14,0
20191122:0311,0,0,0,7.93,2,0
20191122:0411,0,0,0,7.89,1.93,0
20191122:0511,0,0,0,7.76,1.93,0
20191122:0611,0,0,0,7.44,2.07,0
20191122:0711,0,0,0,7.05,2.07,0
20191122:0811,21327000,97.19,5.85,6.65,1.86,0
20191122:0911,32355000,137.91,10.75,6.39,2.28,0
20191122:1011,108432000,419.14,13.85,6.44,2.76,0
20191122:1111,71505000,281.94,14.87,6.9,2.69,0
20191122:1211,40569000,169.05,13.73,7.59,2.41,0
20191122:1311,10563000,55.83,10.52,7.77,2.14,0
20191122:1411,1158000,13.47,5.52,7.55,2.21,0
20191122:1511,0,0,0,6.91,2.34,0
20191122:1611,0,0,0,6.44,2.55,0
20191122:1711,0,0,0,6.19,2.83,0
20191122:1811,0,0,0,5.81,3.03,0
20191122:1911,0,0,0,5.84,3.17,0
20191122:2011,0,0,0,5.74,3.31,0
20191122:2111,0,0,0,6.05,3.38,0
20191122:2211,0,0,0,6.29,3.31,0
20191122:2311,0,0,0,6.66,3.31,0
20191123:0011,0,0,0,6.99,3.31,0
20191123:0111,0,0,0,7.32,3.31,0
20191123:0211,0,0,0,7.53,3.17,0
20191123:0311,0,0,0,7.7,3.31,0
20191123:0411,0,0,0,7.62,3.79,0
20191123:0511,0,0,0,7.68,4.14,0
20191123:0611,0,0,0,7.75,4.21,0
20191123:0711,0,0,0,7.12,4.48,0
20191123:0811,1005000,12.57,5.63,7.16,4.48,0
20191123:0911,2163000,18.86,10.53,7.24,4.62,0
20191123:1011,6651000,39.51,13.63,7.48,5.17,0
20191123:1111,5202000,33.22,14.66,7.69,4.69,0
20191123:1211,3435000,25.14,13.53,7.77,5.03,0
20191123:1311,2331000,19.75,10.34,7.76,5.03,0
20191123:1411,11313000,58.47,5.35,7.64,5.03,0
20191123:1511,0,0,0,7.46,5.17,0
20191123:1611,0,0,0,7.34,5.31,0
20191123:1711,0,0,0,7.34,5.52,0
20191123:1811,0,0,0,7.38,5.59,0
20191123:1911,0,0,0,6.84,5.24,0
20191123:2011,0,0,0,6.84,5.03,0
20191123:2111,0,0,0,6.88,4.69,0
20191123:2211,0,0,0,6.91,4.41,0
20191123:2311,0,0,0,6.93,4.41,0
20191124:0011,0,0,0,6.9,4.34,0
20191124:0111,0,0,0,6.71,4.34,0
20191124:0211,0,0,0,6.79,4.76,0
20191124:0311,0,0,0,6.55,5.03,0
20191124:0411,0,0,0,6.42,5.24,0
20191124:0511,0,0,0,6.43,5.17,0
20191124:0611,0,0,0,6.5,4.97,0
20191124:0711,0,0,0,6.04,5.03,0
20191124:0811,2178000,18.86,5.41,6.06,5.03,0
20191124:0911,861000,11.67,10.31,6.19,5.38,0
20191124:1011,4635000,30.53,13.42,6.34,5.24,0
20191124:1111,1998000,17.96,14.46,6.46,5.1,0
20191124:1211,2712000,21.55,13.34,6.49,5.03,0
20191124:1311,861000,11.67,10.16,6.53,5.24,0
20191124:1411,13482000,66.75,5.19,6.54,5.24,0
20191124:1511,0,0,0,6.52,4.62,0
20191124:1611,0,0,0,6.5,4.69,0
20191124:1711,0,0,0,6.5,4.62,0
20191124:1811,0,0,0,6.56,4.34,0
20191124:1911,0,0,0,5.8,3.93,0
20191124:2011,0,0,0,5.56,4,0
20191124:2111,0,0,0,5.37,3.45,0
20191124:2211,0,0,0,5.17,3.03,0
20191124:2311,0,0,0,4.96,2.76,0
20191125:0011,0,0,0,4.83,2.55,0
20191125:0111,0,0,0,4.82,2.34,0
20191125:0211,0,0,0,4.87,2.34,0
20191125:0311,0,0,0,4.94,2.41,0
20191125:0411,0,0,0,4.95,2.41,0
20191125:0511,0,0,0,5.09,2.34,0
20191125:0611,0,0,0,5.22,2.28,0
20191125:0711,0,0,0,5.12,2.28,0
20191125:0811,0,4.49,5.2,5.24,2.14,0
20191125:0911,720000,10.77,10.1,5.51,2.69,0
20191125:1011,3855000,26.94,13.21,5.92,3.31,0
20191125:1111,2178000,18.86,14.26,5.96,2.83,0
20191125:1211,3087000,23.34,13.15,6.02,2.21,0
20191125:1311,1827000,17.06,9.99,6.14,2.14,0
20191125:1411,81000,6.29,5.04,6.08,2,0
20191125:1511,0,0,0,5.92,1.52,0
20191125:1611,0,0,0,5.77,1.66,0
20191125:1711,0,0,0,5.62,1.86,0
20191125:1811,0,0,0,5.5,2,0
20191125:1911,0,0,0,5.39,2,0
20191125:2011,0,0,0,5.28,1.72,0
20191125:2111,0,0,0,5.17,1.72,0
20191125:2211,0,0,0,5.07,1.79,0
20191125:2311,0,0,0,4.96,2.14,0
20191126:0011,0,0,0,4.85,1.86,0
20191126:0111,0,0,0,4.75,2,0
20191126:0211,0,0,0,4.69,2,0
20191126:0311,0,0,0,4.64,1.66,0
20191126:0411,0,0,0,4.56,1.72,0
20191126:0511,0,0,0,4.36,1.72,0
20191126:0611,0,0,0,4.36,1.86,0
20191126:0711,0,0,0,4.47,1.93,0
20191126:0811,723000,10.77,4.99,4.5,2.07,0
20191126:0911,4272000,28.73,9.89,4.67,2.14,0
20191126:1011,3678000,26.04,13,4.99,2.07,0
20191126:1111,9072000,49.38,14.06,5.48,2.28,0
20191126:1211,10587000,55.67,12.97,6.02,2.34,0
20191126:1311,6054000,36.81,9.83,6.4,2.97,0
20191126:1411,1824000,17.06,4.89,6.5,2.28,0
20191126:1511,0,0,0,6.42,2.34,0
20191126:1611,0,0,0,6.46,2.48,0
20191126:1711,0,0,0,6.61,2.55,0
20191126:1811,0,0,0,6.78,2.62,0
20191126:1911,0,0,0,7,2.69,0
20191126:2011,0,0,0,7.26,2.69,0
20191126:2111,0,0,0,7.56,2.76,0
20191126:2211,0,0,0,7.83,2.55,0
20191126:2311,0,0,0,8,2.55,0
20191127:0011,0,0,0,8.15,2.55,0
20191127:0111,0,0,0,8.2,2.62,0
20191127:0211,0,0,0,8.16,2.55,0
20191127:0311,0,0,0,8.07,2.48,0
20191127:0411,0,0,0,8,2.76,0
20191127:0511,0,0,0,7.97,2.76,0
20191127:0611,0,0,0,7.91,2.83,0
20191127:0711,0,0,0,7.71,2.69,0
20191127:0811,4503000,30.02,4.79,7.8,2.76,0
20191127:0911,6420000,38.61,9.69,7.9,2.76,0
20191127:1011,10260000,54.77,12.81,8.13,2.97,0
20191127:1111,6822000,40.4,13.87,8.35,3.38,0
20191127:1211,1977000,17.96,12.8,8.14,3.52,0
20191127:1311,3810000,26.94,9.67,8.04,3.31,0
20191127:1411,2328000,19.75,4.75,7.87,3.17,0
20191127:1511,0,0,0,7.74,2.97,0
20191127:1611,0,0,0,7.75,2.97,0
20191127:1711,0,0,0,7.91,2.97,0
20191127:1811,0,0,0,8.07,3.03,0
20191127:1911,0,0,0,8.02,3.1,0
20191127:2011,0,0,0,7.91,2.9,0
20191127:2111,0,0,0,7.54,2.83,0
20191127:2211,0,0,0,7.05,3.03,0
20191127:2311,0,0,0,6.89,3.1,0
20191128:0011,0,0,0,6.54,2.83,0
20191128:0111,0,0,0,6.41,2.69,0
20191128:0211,0,0,0,6.38,2.69,0
20191128:0311,0,0,0,6.87,2.62,0
20191128:0411,0,0,0,7.37,2.48,0
20191128:0511,0,0,0,7.66,2.48,0
20191128:0611,0,0,0,7.8,2.55,0
20191128:0711,0,0,0,7.99,3.03,0
20191128:0811,4149000,28.44,4.59,8.31,3.52,0
20191128:0911,1800000,17.06,9.5,8.48,3.52,0
20191128:1011,2142000,18.86,12.62,8.61,3.17,0
20191128:1111,31365000,135.6,13.69,8.54,2.69,0
20191128:1211,8076000,45.79,12.63,8.47,2,0
20191128:1311,4380000,29.63,9.52,8.49,1.72,0
20191128:1411,2145000,18.86,4.62,8.33,2.48,0
20191128:1511,0,0,0,7.79,3.45,0
20191128:1611,0,0,0,7.59,3.1,0
20191128:1711,0,0,0,7.46,2.9,0
20191128:1811,0,0,0,7.41,3.1,0
20191128:1911,0,0,0,6.99,4,0
20191128:2011,0,0,0,6.54,3.45,0
20191128:2111,0,0,0,6.05,3.17,0
20191128:2211,0,0,0,5.78,3.31,0
20191128:2311,0,0,0,5.51,3.72,0
20191129:0011,0,0,0,5.27,3.93,0
20191129:0111,0,0,0,4.8,3.45,0
20191129:0211,0,0,0,4.15,3.52,0
20191129:0311,0,0,0,3.6,3.86,0
20191129:0411,0,0,0,2.92,3.79,0
20191129:0511,0,0,0,2.55,3.66,0
20191129:0611,0,0,0,2.41,3.52,0
20191129:0711,0,0,0,2.36,4.69,0
20191129:0811,43011000,174.35,4.4,2.55,4.62,0
20191129:0911,116247000,438.76,9.31,3.09,4.62,0
20191129:1011,152823000,580.48,12.43,3.79,3.79,0
20191129:1111,165234000,631.54,13.52,4.45,3.66,0
20191129:1211,156402000,598,12.47,4.81,3.59,0
20191129:1311,103290000,395.62,9.38,4.81,3.45,0
20191129:1411,34128000,143.4,4.5,4.39,2.69,0
20191129:1511,0,0,0,3.43,2,0
20191129:1611,0,0,0,2.51,2,0
20191129:1711,0,0,0,1.64,2.14,0
20191129:1811,0,0,0,1.13,2.28,0
20191129:1911,0,0,0,0.14,1.93,0
20191129:2011,0,0,0,-0.69,2,0
20191129:2111,0,0,0,-1.21,2.07,0
20191129:2211,0,0,0,-1.32,2.21,0
20191129:2311,0,0,0,-0.93,2.41,0
20191130:0011,0,0,0,-0.2,2.55,0
20191130:0111,0,0,0,0.54,2.62,0
20191130:0211,0,0,0,1.02,2.69,0
20191130:0311,0,0,0,1.33,2.69,0
20191130:0411,0,0,0,1.63,2.76,0
20191130:0511,0,0,0,1.79,2.83,0
20191130:0611,0,0,0,2.11,2.83,0
20191130:0711,0,0,0,1.7,2.34,0
20191130:0811,8703000,46.92,4.21,1.85,2.28,0
20191130:0911,46824000,187.99,9.12,2.94,2.28,0
20191130:1011,79842000,308.98,12.25,3.96,2.28,0
20191130:1111,138858000,535.03,13.35,4.77,2.14,0
20191130:1211,92574000,358.02,12.32,5.37,2.41,0
20191130:1311,27642000,119.76,9.24,5.35,2.48,0
20191130:1411,11169000,57.28,4.38,4.82,2.28,0
20191130:1511,0,0,0,3.94,2.21,0
20191130:1611,0,0,0,3.22,2.21,0
20191130:1711,0,0,0,2.88,2.07,0
20191130:1811,0,0,0,2.44,2.07,0
20191130:1911,0,0,0,2.17,1.79,0
20191130:2011,0,0,0,1.8,1.86,0
20191130:2111,0,0,0,1.32,1.93,0
20191130:2211,0,0,0,0.87,2,0
20191130:2311,0,0,0,0.45,2,0
20191201:0011,0,0,0,0.27,2,0
20191201:0111,0,0,0,0.09,2,0
20191201:0211,0,0,0,-0.13,1.93,0
20191201:0311,0,0,0,0.1,1.72,0
20191201:0411,0,0,0,0.56,1.66,0
20191201:0511,0,0,0,1.02,1.59,0
20191201:0611,0,0,0,1.44,1.52,0
20191201:0711,0,0,0,1.88,1.45,0
20191201:0811,30270000,128.58,4.03,2.09,1.38,0
20191201:0911,32826000,137.68,8.94,2.69,1.1,0
20191201:1011,12294000,61.9,12.08,3.73,1.1,0
20191201:1111,84057000,327.3,13.19,4.54,1.17,0
20191201:1211,85572000,333.24,12.17,5.06,1.38,0
20191201:1311,3294000,24.24,9.11,4.88,1.59,0
20191201:1411,13647000,66.86,4.27,4.27,1.93,0
20191201:1511,0,0,0,3.42,2.21,0
20191201:1611,0,0,0,3.01,2.21,0
20191201:1711,0,0,0,2.69,2.21,0
20191201:1811,0,0,0,2.6,2.28,0
20191201:1911,0,0,0,2.15,2.21,0
20191201:2011,0,0,0,1.89,2.34,0
20191201:2111,0,0,0,1.95,2.34,0
20191201:2211,0,0,0,2.26,2.48,0
20191201:2311,0,0,0,2.67,2.62,0
20191202:0011,0,0,0,2.97,2.83,0
20191202:0111,0,0,0,3.31,2.83,0
20191202:0211,0,0,0,3.33,2.83,0
20191202:0311,0,0,0,3.19,2.83,0
20191202:0411,0,0,0,3.01,2.83,0
20191202:0511,0,0,0,3.2,2.97,0
20191202:0611,0,0,0,3.06,3.03,0
20191202:0711,0,0,0,2.69,2.69,0
20191202:0811,87000,6.29,3.85,2.96,2.76,0
20191202:0911,83910000,323.02,8.77,3.81,2.97,0
20191202:1011,68577000,267.43,11.92,4.45,3.31,0
20191202:1111,170688000,655.73,13.04,5.25,3.59,0
20191202:1211,140880000,538.64,12.03,5.58,3.79,0
20191202:1311,126327000,482.88,8.99,5.62,4,0
20191202:1411,28485000,122.84,4.16,5.22,3.93,0
20191202:1511,0,0,0,4.65,3.52,0
20191202:1611,0,0,0,3.87,3.03,0
20191202:1711,0,0,0,3.17,2.55,0
20191202:1811,0,0,0,2.46,2.34,0
20191202:1911,0,0,0,2.28,2,0
20191202:2011,0,0,0,2.04,1.86,0
20191202:2111,0,0,0,1.53,1.72,0
20191202:2211,0,0,0,1.18,1.59,0
20191202:2311,0,0,0,0.87,1.93,0
20191203:0011,0,0,0,0.55,1.93,0
20191203:0111,0,0,0,0.63,1.93,0
20191203:0211,0,0,0,0.82,1.93,0
20191203:0311,0,0,0,1.65,1.93,0
20191203:0411,0,0,0,2.55,2,0
20191203:0511,0,0,0,2.9,2.21,0
20191203:0611,0,0,0,3.37,2.34,0
20191203:0711,0,0,0,3.45,2.28,0
20191203:0811,0,5.39,3.68,4.39,2.48,0
20191203:0911,4851000,31.43,8.6,5.55,2.69,0
20191203:1011,5019000,32.32,11.76,6.9,3.38,0
20191203:1111,1476000,15.26,12.89,7.78,3.86,0
20191203:1211,6630000,39.51,11.9,7.96,4.14,0
20191203:1311,18591000,86.78,8.88,7.78,4.34,0
20191203:1411,0,3.59,4.06,7.8,4.34,0
20191203:1511,0,0,0,7.9,4.34,0
20191203:1611,0,0,0,8.08,4.48,0
20191203:1711,0,0,0,8.25,4.55,0
20191203:1811,0,0,0,8.33,4.55,0
20191203:1911,0,0,0,8.23,4.34,0
20191203:2011,0,0,0,8.21,4.41,0
20191203:2111,0,0,0,8.08,4.41,0
20191203:2211,0,0,0,7.99,4.41,0
20191203:2311,0,0,0,7.76,4.21,0
20191204:0011,0,0,0,7.73,3.93,0
20191204:0111,0,0,0,7.71,3.72,0
20191204:0211,0,0,0,7.46,3.59,0
20191204:0311,0,0,0,7.17,3.52,0
20191204:0411,0,0,0,6.89,3.38,0
20191204:0511,0,0,0,6.68,3.24,0
20191204:0611,0,0,0,6.33,3.1,0
20191204:0711,0,0,0,6.27,2.97,0
20191204:0811,6261000,37.47,3.52,6.12,2.83,0
20191204:0911,10062000,53.37,8.45,6.7,2.9,0
20191204:1011,11232000,58.44,11.61,7.54,3.24,0
20191204:1111,14070000,69.96,12.75,8.16,3.52,0
20191204:1211,5583000,35.02,11.78,8.49,3.72,0
20191204:1311,3801000,26.94,8.77,8.46,4.21,0
20191204:1411,11067000,57.47,3.97,7.94,4.07,0
20191204:1511,0,0,0,7.39,3.93,0
20191204:1611,0,0,0,7.07,3.79,0
20191204:1711,0,0,0,6.84,3.72,0
20191204:1811,0,0,0,6.69,3.72,0
20191204:1911,0,0,0,6.2,3.52,0
20191204:2011,0,0,0,6.02,3.59,0
20191204:2111,0,0,0,6,3.59,0
20191204:2211,0,0,0,5.85,3.72,0
20191204:2311,0,0,0,5.74,3.86,0
20191205:0011,0,0,0,5.67,3.93,0
20191205:0111,0,0,0,5.74,3.93,0
20191205:0211,0,0,0,5.84,3.79,0
20191205:0311,0,0,0,5.76,3.72,0
20191205:0411,0,0,0,5.59,3.66,0
20191205:0511,0,0,0,5.37,3.66,0
20191205:0611,0,0,0,5.63,3.79,0
20191205:0711,0,0,0,5.93,4.07,0
20191205:0811,864000,11.67,3.36,5.89,4.21,0
20191205:0911,861000,11.67,8.29,6.37,4.48,0
20191205:1011,5625000,35.02,11.46,7.1,4.69,0
20191205:1111,7269000,42.2,12.62,7.75,4.62,0
20191205:1211,33330000,141.84,11.66,7.96,5.1,0
20191205:1311,6630000,39.51,8.67,8.04,5.1,0
20191205:1411,567000,9.88,3.89,7.65,5.24,0
20191205:1511,0,0,0,7.08,5.52,0
20191205:1611,0,0,0,6.99,5.79,0
20191205:1711,0,0,0,6.8,5.93,0
20191205:1811,0,0,0,6.6,6.14,0
20191205:1911,0,0,0,6.51,6.9,0
20191205:2011,0,0,0,6.24,7.24,0
20191205:2111,0,0,0,6.12,7.59,0
20191205:2211,0,0,0,6.15,7.79,0
20191205:2311,0,0,0,6.22,8.14,0
20191206:0011,0,0,0,6.52,8.48,0
20191206:0111,0,0,0,7.16,8.83,0
20191206:0211,0,0,0,7.88,8.76,0
20191206:0311,0,0,0,8.41,8.55,0
20191206:0411,0,0,0,8.8,8.28,0
20191206:0511,0,0,0,9.09,7.79,0
20191206:0611,0,0,0,9.34,7.45,0
20191206:0711,0,0,0,9.5,6.76,0
20191206:0811,6087000,37.18,3.21,9.67,6.28,0
20191206:0911,1788000,17.06,8.14,9.74,6,0
20191206:1011,4164000,28.73,11.33,9.61,5.86,0
20191206:1111,1302000,14.37,12.49,9.26,6,0
20191206:1211,2319000,19.75,11.55,8.74,6.34,0
20191206:1311,12636000,63.87,8.58,8.27,6.48,0
20191206:1411,3342000,24.57,3.81,7.88,6.41,0
20191206:1511,0,0,0,7.66,6.28,0
20191206:1611,0,0,0,7.54,6.14,0
20191206:1711,0,0,0,7.61,6.14,0
20191206:1811,0,0,0,7.89,6.21,0
20191206:1911,0,0,0,8.1,6.21,0
20191206:2011,0,0,0,8.08,6,0
20191206:2111,0,0,0,8.33,5.72,0
20191206:2211,0,0,0,8.42,5.31,0
20191206:2311,0,0,0,8.5,4.76,0
20191207:0011,0,0,0,8.44,4.41,0
20191207:0111,0,0,0,8.39,4.28,0
20191207:0211,0,0,0,8.57,4.48,0
20191207:0311,0,0,0,8.69,4.62,0
20191207:0411,0,0,0,8.65,4.97,0
20191207:0511,0,0,0,8.56,4.97,0
20191207:0611,0,0,0,8.01,4.55,0
20191207:0711,0,0,0,7.59,4.83,0
20191207:0811,570000,9.88,3.06,7.32,4.76,0
20191207:0911,42489000,174.72,8,7.37,4.69,0
20191207:1011,138165000,531.31,11.19,7.69,4.48,0
20191207:1111,5397000,34.12,12.38,8,5.24,0
20191207:1211,80922000,315.17,11.45,8.08,5.52,0
20191207:1311,113244000,435.83,8.49,7.98,5.17,0
20191207:1411,11388000,58.66,3.74,7.7,4.69,0
20191207:1511,0,0,0,7.33,4.28,0
20191207:1611,0,0,0,7.16,4,0
20191207:1711,0,0,0,7.1,3.79,0
20191207:1811,0,0,0,7.12,3.59,0
20191207:1911,0,0,0,6.95,3.17,0
20191207:2011,0,0,0,6.94,3.31,0
20191207:2111,0,0,0,7.27,3.59,0
20191207:2211,0,0,0,7.67,4.21,0
20191207:2311,0,0,0,8.12,5.24,0
20191208:0011,0,0,0,8,5.59,0
20191208:0111,0,0,0,7.57,6,0
20191208:0211,0,0,0,7.33,6.76,0
20191208:0311,0,0,0,7.31,7.24,0
20191208:0411,0,0,0,7.51,7.52,0
20191208:0511,0,0,0,7.83,7.79,0
20191208:0611,0,0,0,8.05,8.34,0
20191208:0711,0,0,0,7.95,8.76,0
20191208:0811,0,2.69,2.92,8.05,8.97,0
20191208:0911,2505000,20.65,7.87,8.2,8.9,0
20191208:1011,3612000,26.04,11.07,8.53,8.48,0
20191208:1111,9156000,50.28,12.27,8.86,7.72,0
20191208:1211,11433000,59.51,11.35,9.08,7.17,0
20191208:1311,16014000,76.95,8.41,8.51,7.52,0
20191208:1411,0,2.69,3.68,8.18,6.62,0
20191208:1511,0,0,0,7.72,6.14,0
20191208:1611,0,0,0,7.21,6.14,0
20191208:1711,0,0,0,6.99,6,0
20191208:1811,0,0,0,6.52,5.72,0
20191208:1911,0,0,0,6.48,6.83,0
20191208:2011,0,0,0,6.25,6.97,0
20191208:2111,0,0,0,6.08,6.48,0
20191208:2211,0,0,0,6.36,6.14,0
20191208:2311,0,0,0,6.28,5.86,0
20191209:0011,0,0,0,5.95,6.07,0
20191209:0111,0,0,0,5.87,6.28,0
20191209:0211,0,0,0,5.66,6.62,0
20191209:0311,0,0,0,5.76,6.21,0
20191209:0411,0,0,0,5.93,6.21,0
20191209:0511,0,0,0,6.05,6.28,0
20191209:0611,0,0,0,6.07,6.28,0
20191209:0711,0,0,0,6.23,6.14,0
20191209:0811,0,2.69,2.79,5.74,5.79,0
20191209:0911,312000,8.08,7.74,6,6.14,0
20191209:1011,1014000,12.57,10.95,6.15,5.59,0
20191209:1111,157473000,601.51,12.16,6.33,4.83,0
20191209:1211,5442000,34.12,11.27,6.39,4.41,0
20191209:1311,39468000,163.18,8.34,6.57,4.07,0
20191209:1411,27663000,120.24,3.63,6.46,4.55,0
20191209:1511,0,0,0,6,5.1,0
20191209:1611,0,0,0,5.88,5.79,0
20191209:1711,0,0,0,5.74,6.55,0
20191209:1811,0,0,0,5.54,7.03,0
20191209:1911,0,0,0,5.13,5.79,0
20191209:2011,0,0,0,4.64,5.1,0
20191209:2111,0,0,0,4.34,4.41,0
20191209:2211,0,0,0,4.37,4.14,0
20191209:2311,0,0,0,4.32,4,0
20191210:0011,0,0,0,4.3,4.41,0
20191210:0111,0,0,0,4.35,4.41,0
20191210:0211,0,0,0,4.11,4,0
20191210:0311,0,0,0,3.91,3.38,0
20191210:0411,0,0,0,3.53,2.83,0
20191210:0511,0,0,0,3.29,2.55,0
20191210:0611,0,0,0,3.04,2.34,0
20191210:0711,0,0,0,2.4,2.28,0
20191210:0811,0,3.59,2.66,2.39,2,0
20191210:0911,12402000,61.76,7.62,2.88,1.93,0
20191210:1011,131505000,504.64,10.84,4.11,2.07,0
20191210:1111,36843000,153.63,12.07,5.32,2.34,0
20191210:1211,77931000,303.17,11.19,5.88,3.17,0
20191210:1311,4842000,31.43,8.28,6.03,4,0
20191210:1411,1173000,13.47,3.58,5.57,4.76,0
20191210:1511,0,0,0,4.96,5.1,0
20191210:1611,0,0,0,4.48,5.38,0
20191210:1711,0,0,0,4.44,5.86,0
20191210:1811,0,0,0,4.36,6.28,0
20191210:1911,0,0,0,4.01,6.9,0
20191210:2011,0,0,0,4.22,7.17,0
20191210:2111,0,0,0,4.34,7.31,0
20191210:2211,0,0,0,4.67,7.45,0
20191210:2311,0,0,0,5.17,7.72,0
20191211:0011,0,0,0,5.76,7.86,0
20191211:0111,0,0,0,6.15,7.93,0
20191211:0211,0,0,0,6.14,7.79,0
20191211:0311,0,0,0,6.32,7.86,0
20191211:0411,0,0,0,6.72,7.45,0
20191211:0511,0,0,0,6.89,6.21,0
20191211:0611,0,0,0,7.09,4.83,0
20191211:0711,0,0,0,6.73,4.07,0
20191211:0811,2910000,22.44,2.54,6.45,3.72,0
20191211:0911,3081000,23.34,7.51,6.46,3.52,0
20191211:1011,11598000,59.71,10.74,6.69,3.38,0
20191211:1111,14988000,73.12,11.98,7.03,3.45,0
20191211:1211,85920000,333.99,11.11,7.11,3.59,0
20191211:1311,39864000,165.08,8.22,7.06,3.59,0
20191211:1411,3723000,26.27,3.54,6.75,3.1,0
20191211:1511,0,0,0,6.1,2.55,0
20191211:1611,0,0,0,5.81,2.34,0
20191211:1711,0,0,0,5.54,2.21,0
20191211:1811,0,0,0,5.31,2.21,0
20191211:1911,0,0,0,4.92,2.21,0
20191211:2011,0,0,0,4.77,2.07,0
20191211:2111,0,0,0,4.75,2,0
20191211:2211,0,0,0,4.56,2,0
20191211:2311,0,0,0,4.67,2.07,0
20191212:0011,0,0,0,4.8,2.14,0
20191212:0111,0,0,0,4.84,2.14,0
20191212:0211,0,0,0,4.71,2.21,0
20191212:0311,0,0,0,4.59,2.28,0
20191212:0411,0,0,0,4.54,2.28,0
20191212:0511,0,0,0,4.36,2.34,0
20191212:0611,0,0,0,4.22,2.48,0
20191212:0711,0,0,0,4.07,2.83,0
20191212:0811,0,1.8,2.42,4.24,3.24,0
20191212:0911,13617000,66.75,7.4,4.58,3.31,0
20191212:1011,17601000,82.32,10.64,4.95,3.66,0
20191212:1111,8868000,48.49,11.9,5.3,3.31,0
20191212:1211,66552000,261.36,11.05,5.65,3.03,0
20191212:1311,29517000,126.25,8.17,5.44,4.07,0
20191212:1411,723000,10.77,3.51,4.88,3.24,0
20191212:1511,0,0,0,4.14,3.24,0
20191212:1611,0,0,0,3.52,3.17,0
20191212:1711,0,0,0,3.3,3.31,0
20191212:1811,0,0,0,3.15,3.59,0
20191212:1911,0,0,0,2.78,3.59,0
20191212:2011,0,0,0,2.19,3.59,0
20191212:2111,0,0,0,1.8,3.72,0
20191212:2211,0,0,0,1.4,3.86,0
20191212:2311,0,0,0,1.3,4,0
20191213:0011,0,0,0,1.2,4.41,0
20191213:0111,0,0,0,1.43,4.83,0
20191213:0211,0,0,0,1.32,4.97,0
20191213:0311,0,0,0,1.17,5.03,0
20191213:0411,0,0,0,1.14,5.17,0
20191213:0511,0,0,0,0.97,5.17,0
20191213:0611,0,0,0,1.06,5.24,0
20191213:0711,0,0,0,1.49,4.9,0
20191213:0811,9996000,52.02,2.32,1.38,4.76,0
20191213:0911,87531000,331.38,7.3,1.82,4.83,0
20191213:1011,99027000,373.12,10.56,2.37,4.9,0
20191213:1111,115527000,433.71,11.82,2.82,5.24,0
20191213:1211,46452000,185.71,10.99,3.25,5.72,0
20191213:1311,89685000,340.86,8.13,3.28,4.9,0
20191213:1411,65802000,256.64,3.48,3.05,4.07,0
20191213:1511,0,0,0,2.63,3.93,0
20191213:1611,0,0,0,2.49,3.93,0
20191213:1711,0,0,0,2.45,3.79,0
20191213:1811,0,0,0,2.35,3.45,0
20191213:1911,0,0,0,2.09,2.9,0
20191213:2011,0,0,0,1.83,2.69,0
20191213:2111,0,0,0,1.63,2.69,0
20191213:2211,0,0,0,1.41,2.55,0
20191213:2311,0,0,0,1.09,2.55,0
20191214:0011,0,0,0,1.02,2.48,0
20191214:0111,0,0,0,1.06,2.55,0
20191214:0211,0,0,0,1.2,2.69,0
20191214:0311,0,0,0,1.52,3.24,0
20191214:0411,0,0,0,2.05,2.97,0
20191214:0511,0,0,0,2.94,3.38,0
20191214:0611,0,0,0,3.67,3.79,0
20191214:0711,0,0,0,3.81,3.79,0
20191214:0811,0,1.8,2.21,4.09,4.41,0
20191214:0911,1509000,15.26,7.21,4.22,4.76,0
20191214:1011,873000,11.67,10.48,4.47,4.76,0
20191214:1111,43173000,175.6,11.76,5.01,4.83,0
20191214:1211,33024000,139.07,10.94,5.53,5.79,0
20191214:1311,7950000,44.54,8.1,5.62,5.86,0
20191214:1411,0,2.69,3.46,5.27,5.86,0
20191214:1511,0,0,0,5.04,5.79,0
20191214:1611,0,0,0,4.95,5.93,0
20191214:1711,0,0,0,4.8,6.21,0
20191214:1811,0,0,0,4.68,6.14,0
20191214:1911,0,0,0,4.96,6.14,0
20191214:2011,0,0,0,4.88,6.28,0
20191214:2111,0,0,0,4.54,6.14,0
20191214:2211,0,0,0,4.55,6.14,0
20191214:2311,0,0,0,4.71,5.79,0
20191215:0011,0,0,0,4.69,5.38,0
20191215:0111,0,0,0,4.85,5.38,0
20191215:0211,0,0,0,5,4.97,0
20191215:0311,0,0,0,5.02,4.34,0
20191215:0411,0,0,0,4.49,4.07,0
20191215:0511,0,0,0,3.76,4.48,0
20191215:0611,0,0,0,2.76,3.86,0
20191215:0711,0,0,0,3.42,5.38,0
20191215:0811,0,0,0,3.88,6.48,0
20191215:0911,2361000,19.75,7.12,5.78,7.72,0
20191215:1011,8427000,46.69,10.4,5.79,8.41,0
20191215:1111,25866000,113.01,11.7,5.67,8.97,0
20191215:1211,3855000,26.94,10.9,6.21,9.79,0
20191215:1311,20457000,92.89,8.07,6.31,10.97,0
20191215:1411,0,2.69,3.45,6.12,11.24,0
20191215:1511,0,0,0,5.59,8.9,0
20191215:1611,0,0,0,5.6,7.66,0
20191215:1711,0,0,0,5.77,6.83,0
